area_hectareas,tipo_suelo,acceso_riego,proximidad_vias_km,valor_por_hectarea
19.352465823520763,medio,0,2.209482262627893,6834.04
47.58500101408589,pobre,0,7.09244315281553,7658.25
36.86770314875885,fertil,0,5.744779833081635,11223.64
30.334265725654795,fertil,0,5.926162409119802,8821.9
8.64491338167939,fertil,0,4.672155020998199,7659.46
8.64373149647393,fertil,1,0.8418637927272377,9412.73
3.8460969962417737,fertil,1,0.3574786946682762,9171.81
43.44263114297183,fertil,0,19.75444779472063,9595.59
30.45463557541723,fertil,0,8.555462674717248,9802.21
35.69555631200623,medio,1,7.686532943193633,10612.6
2.00864022049432,pobre,0,13.592945653861397,2073.1
48.52558275593772,fertil,0,4.365077757301283,11549.93
41.78968939922066,medio,0,18.99922367900451,8008.79
11.404616423235531,medio,1,15.726900288311041,5725.12
9.90942339314793,pobre,0,1.7882200462451903,4969.31
9.986820982818257,fertil,1,8.351615515698567,9162.48
15.907869905017348,pobre,0,17.582366151243292,4039.82
26.713065149979656,fertil,1,18.894640445828205,9395.69
22.165305913463673,medio,1,9.348030224997395,7563.92
15.270227869704053,medio,0,12.268227784214154,4343.65
30.980791841396595,medio,1,3.3406789218415045,10252.2
7.83519917195005,medio,0,19.823372522739533,4353.21
15.31508777822569,pobre,1,4.6334340276688675,7219.51
18.951730321390894,fertil,0,18.854635482702513,6742.64
23.34742922663476,fertil,0,12.99293297984737,7223.93
39.473622108257665,pobre,1,12.154735897577183,9013.56
10.784015325759627,fertil,0,10.253770220330171,6502.63
26.19748748226697,medio,0,4.613396234355173,6802.76
30.02831387424008,fertil,1,3.5305606401101652,11356.49
3.2760702232798886,medio,0,4.409724181403507,4787.87
30.76969774317048,pobre,0,3.7287652428850904,6324.57
9.355682060677285,fertil,1,15.591689471335066,8393.13
4.187528056278696,pobre,1,7.002505183334602,5407.59
47.49539132541333,fertil,0,1.1568535312679273,11984.54
48.315969620653405,medio,0,19.382052602816227,8408.92
40.6114700577066,pobre,1,17.675717699268514,8347.85
15.926074689495163,fertil,1,18.55504566390426,8968.42
5.78593358631281,medio,0,19.898156452928706,4647.71
34.527418299095686,pobre,1,3.477904984389746,8518.65
22.567472193240462,pobre,0,7.924840378053175,4847.53
6.979873507394163,fertil,0,15.164769514081826,6529.01
25.263668595452238,fertil,0,13.920412361075844,9107.6
2.6850375346457014,fertil,0,3.077918126797101,6830.46
45.556699701860325,medio,0,16.316662499812356,8787.42
13.68021909840083,fertil,1,4.488811436733213,9967.36
33.463591933345114,pobre,1,4.476352296452461,8558.28
16.273842728381137,pobre,1,10.739488457868271,6058.09
26.48333303771273,fertil,1,11.858798696834063,10777.16
27.788803687820703,fertil,0,11.601724156756223,8161.23
10.057868320750824,pobre,0,1.8297367479550974,4863.45
48.50964676046337,medio,0,17.54921725260761,8887.78
38.98150834469461,fertil,0,5.312000851774121,10213.56
47.035448136645265,fertil,1,2.5902984256560835,14101.52
44.84654017095479,pobre,0,17.774961597379544,6099.89
30.29709896174317,fertil,0,19.113029964595068,7851.45
46.171837516132726,medio,1,17.24255234530901,9189.36
5.3361326005440555,pobre,1,16.19032149449756,4951.08
10.603160258538114,fertil,1,13.104839612780435,9139.87
3.216137156616365,pobre,1,11.017147412182787,5257.49
16.94118620739995,fertil,0,1.7397351982282028,9133.67
20.045187194784617,fertil,0,8.169064261413974,7813.02
14.2961025569209,fertil,1,7.45377034024628,9796.9
41.608137948444536,medio,0,5.195075675206525,8377.57
18.480913007985876,medio,0,14.468402273771698,5582.09
14.765790974681657,pobre,0,9.917514701575417,4736.7
27.592108074754176,fertil,1,1.6209243181529587,11888.32
7.9052870237633694,fertil,0,4.403664038996227,6814.87
40.307652056947944,medio,1,13.665175273191918,9219.37
4.652981540308771,fertil,0,1.5226171898060037,6960.89
49.35745989342535,medio,0,17.024138280975375,8113.89
38.839993695536215,fertil,0,9.902930540279486,9937.3
10.737068395174449,pobre,1,9.61173154653296,6466.58
1.2705837390565176,fertil,0,11.848155693190352,5518.19
40.95760999428688,fertil,1,16.493619318502983,10645.89
35.63600984853324,medio,1,6.956184158043861,10945.85
36.72135123400838,fertil,1,13.560323051181271,10750.38
38.79224698761134,fertil,0,11.314639279915822,10165.92
4.628187934970428,medio,0,5.3405654033884264,4944.4
18.564820698669358,pobre,0,17.57259972710316,4224.87
6.677583916731356,pobre,0,15.948520432138562,3072.13
43.29206786790408,medio,1,13.16903669316851,9819.88
31.541608214550337,medio,1,17.011634581884838,8684.98
17.214003217779812,medio,1,17.34588401919605,6767.52
4.114359164015158,medio,0,14.167259534300696,4577.86
16.23813376406745,medio,1,16.74026656727344,7234.01
16.933982779310604,pobre,0,13.949429233385672,4598.25
36.75070273856514,pobre,1,13.602815435206008,8061.23
32.240316096405444,medio,0,12.372227564303685,6868.63
44.47342438624,fertil,0,15.054332791152824,9347.95
24.138531332935514,medio,1,3.172102105861474,8920.13
6.860118050976784,fertil,1,17.61741518397857,7405.98
35.948994573926754,medio,1,17.43687055490464,9507.75
38.27846738222797,medio,1,0.5849456606911829,10794.62
28.502582680905316,pobre,0,16.516335011295254,5283.87
38.77739181777349,fertil,1,2.577397349468904,12507.43
25.195984221855145,fertil,1,6.702377085182838,10948.15
26.61390863971771,pobre,1,14.870165125832155,8406.81
21.94950989956893,pobre,0,3.215197920966164,5723.36
2.245537210460664,pobre,0,16.359340482381242,2263.41
6.286679922671918,pobre,1,16.64268355915484,5229.25
2.540030098649978,fertil,0,10.149354675216724,4976.21
32.18411015192524,fertil,1,0.1277174343366716,12237.62
16.403443072740007,medio,0,5.740762663498256,5880.41
25.919963867070436,medio,0,12.338538367514843,5861.99
45.47075722237856,pobre,0,19.62372356054847,6838.58
13.215319228294872,pobre,0,12.636270540333367,4084.9
21.108763228745858,pobre,1,5.196071621283195,6690.06
38.022005788609384,medio,1,12.680114061992228,9210.92
12.2111101090895,medio,1,10.799707594317109,5697.0
4.772015581610857,medio,0,15.596907903022872,4064.15
15.197821192774633,medio,1,2.139612776539168,8447.47
8.899843075446217,medio,1,15.22055805004056,5971.29
46.55518496478608,medio,1,10.825331573522206,10843.04
40.59789859865643,medio,0,19.25984007717989,6492.56
32.03678406901075,pobre,0,6.837443320773722,6036.68
43.701568919198166,pobre,0,12.652437862678962,7313.51
40.37993176805661,pobre,1,18.64056211020035,7829.6
10.141932885415756,pobre,1,2.050194559813585,6777.85
44.73539092600891,medio,1,18.744569744729024,9317.26
27.427769853866884,fertil,0,13.757714446016267,8161.54
40.564567603039066,medio,0,1.356741182103438,8737.17
44.90847369625117,fertil,1,6.019271338936325,12535.54
16.58217027362133,pobre,0,14.163441772905632,4393.1
6.392544301856161,medio,0,1.347012029375434,5190.59
12.168822964555142,pobre,0,11.643409203525465,4060.38
21.92828164268656,medio,0,6.917661139059135,6136.7
41.08272353020216,pobre,1,12.418310355349542,8099.29
43.175798579560826,fertil,0,0.914840676250257,11682.31
1.3406543960283446,fertil,0,17.430736123047524,5640.76
26.026617826300722,fertil,0,19.469779383547937,8800.02
21.45313915429017,medio,0,19.37755710571383,4685.57
11.883282713065782,fertil,1,14.993036634858495,8584.54
6.873402999350457,medio,1,2.6017248026126394,7362.91
17.54314339877777,fertil,0,15.165263918580452,7732.47
47.20257549171344,fertil,0,0.4917383291760302,11417.53
16.836943669017007,medio,0,0.4424710305799451,6053.93
26.420740465424938,medio,0,6.4722043829908245,7598.76
35.44792898586371,fertil,0,9.772863808093316,9409.18
18.817850516585406,medio,0,15.408148356155865,5780.29
48.61732205332707,fertil,1,13.665907532130104,12876.24
48.15991745216345,medio,0,8.918054127534967,8909.24
13.337332495442844,pobre,1,5.472533325633318,6699.32
25.365176788726888,pobre,1,19.942490003154223,6346.49
15.743037181021714,pobre,0,8.523626044719459,4714.34
14.957184224495913,pobre,1,9.02774048659351,7024.49
2.8074604203721067,pobre,1,3.2724764238333837,5555.28
30.868652365014945,fertil,1,15.896190974998587,10551.67
25.631272138214214,pobre,1,13.873644515629772,6616.45
3.522458811249478,pobre,1,4.415392255775208,5413.65
14.65367674759396,pobre,1,1.647620912316854,7285.14
45.50502841236603,pobre,0,13.609986041494261,6209.43
12.73853264268165,medio,1,13.090224285622705,7995.11
8.099848732469932,fertil,1,5.465190539964187,8666.94
24.98318525360059,pobre,1,19.017271245008207,6576.55
49.29687225141944,pobre,0,3.0211578356180047,9211.68
12.86070830406352,pobre,1,8.646696020852039,5989.95
33.93464182288805,fertil,0,18.872318403351976,7354.88
38.31936115110716,medio,1,8.394546338522446,9770.01
12.644239655627583,fertil,0,12.77051895328171,6549.96
36.68260108198112,medio,0,7.9518879592558855,6734.88
19.021373503243407,pobre,1,5.484304046973401,7496.15
31.982985699085393,pobre,1,19.679552959196563,7333.89
32.04295582728384,fertil,0,8.18668012630086,9956.79
27.252959519663165,fertil,1,17.88198407358269,9376.69
5.424198732666007,medio,0,4.599092117821724,4282.94
41.92982228387266,medio,0,4.262094080501666,8563.41
16.718223183615056,fertil,0,0.6226816576902272,8565.38
10.139407009592857,medio,0,13.033336507517701,5171.28
2.997981936183432,fertil,0,7.370526874475223,7268.03
29.95375421622385,medio,1,17.28716499679274,8873.9
34.20065373027184,fertil,0,9.464198133831143,9611.92
1.8128036174649513,fertil,0,19.363868558294435,5644.64
26.092559856664767,fertil,1,3.710510314062423,10917.96
12.09829298469896,medio,0,17.372463359112217,4556.78
32.61346673006304,medio,1,15.531937055834835,8112.51
9.54395502124458,medio,1,15.41843689288104,6443.89
34.85594916702083,fertil,1,16.895664562337753,10840.35
19.950031968726332,medio,0,15.220479818859978,6334.02
46.89976944809999,medio,0,12.524406432628307,8323.04
7.73852626315367,fertil,0,2.6248975536477515,7556.38
17.712251201462667,pobre,1,0.6505235898250383,7824.65
6.560202540788865,fertil,0,18.416956956313737,5586.91
46.30998729564958,medio,1,12.333006290414762,9996.45
43.98962831566807,fertil,0,15.930745819523526,10455.29
13.639139758042624,pobre,1,9.630447030251002,5910.41
33.33921825567477,fertil,0,2.3461637792478895,9435.35
41.04388780985958,medio,0,2.5037158440510088,9194.15
28.204839768373652,pobre,0,13.711305744579427,6028.26
26.952878339444318,medio,1,8.606117897989254,8608.97
12.850762254122133,pobre,1,4.010494534006734,6666.0
5.562035622489061,pobre,0,9.831890934828738,3714.29
44.96357213971301,fertil,0,1.2841787415026817,11014.01
45.120484801003194,fertil,1,11.639428038287976,11957.25
32.02197140639013,medio,1,5.379868088701953,10104.01
17.612459761386333,fertil,1,15.951182012743763,9469.69
18.111269156020384,fertil,0,6.207239178471475,8845.98
36.57182826464173,pobre,1,9.104402981636024,8120.45
44.95840273767628,fertil,0,0.2324107981620127,11221.37
44.46723478899075,pobre,1,1.4489377558911776,10442.42
39.21390174702357,pobre,0,7.849871128133696,6673.59
32.4595506615601,pobre,1,9.59877669434247,8606.92
5.122858284757393,medio,1,12.000410962386074,6924.56
8.919806990636076,medio,1,5.833251574186065,7016.98
45.029155237826885,medio,1,13.899637722530851,10132.25
30.715023923319908,pobre,1,17.20244794378409,8079.07
1.4506555292148526,medio,0,15.597019777866997,4485.0
5.972105600435573,medio,1,0.7923765069671429,7890.87
33.511586686294734,fertil,1,9.610138945156578,11686.86
1.2480176084647157,medio,1,2.0986035683634974,6488.07
8.879594519457434,medio,0,4.840900317250549,5583.47
27.88795567896272,pobre,1,19.73325186534293,7093.88
34.90286468694197,pobre,0,2.8499108580302646,7100.11
32.94610171562742,pobre,1,9.977763069027121,7999.45
11.98919616356743,pobre,1,12.363114686362382,5321.96
35.896781846029256,pobre,0,14.049299410882078,5315.88
12.625205287343203,pobre,1,11.192973669738283,5169.28
16.944585209804117,medio,0,0.19541694838367318,6964.64
37.578078850783186,pobre,0,6.529226164879837,7178.73
32.83201205331352,pobre,1,10.354232867694229,8005.87
42.61194711421472,fertil,0,1.757329982896667,10919.73
33.223031722716826,medio,1,7.012538624183615,9726.28
28.847121563438108,medio,1,0.6640621758273313,9736.02
5.5900636235765315,medio,0,1.5715699431004149,4731.57
19.018074349912244,pobre,0,7.938465524031921,5564.46
13.994916016404547,pobre,0,2.654315080861207,5286.12
12.955492525575096,pobre,0,11.350816965231163,4293.42
48.677517182869835,fertil,1,13.789299382745314,12907.6
20.26178850867126,pobre,1,16.011733982181656,6018.18
44.71028120367855,fertil,0,4.003004884896201,11677.59
31.92579267386588,medio,1,3.349651645181395,9787.59
39.945753873540774,pobre,1,2.091356806688005,10229.74
25.629217562154412,fertil,1,12.728604990872734,10657.29
29.268290346691597,fertil,1,14.129514529738023,9994.48
25.13336699712433,pobre,0,0.6317228965128407,6701.61
10.56690640210418,medio,0,18.724244924873798,4347.4
36.40015364781376,medio,1,1.0394256730294482,10551.23
14.757845759601935,medio,0,10.82592670602141,5346.01
2.191482355141238,fertil,0,14.181210389018329,5758.08
32.62814249945122,fertil,0,17.41938247492171,8927.22
9.678423290945398,fertil,1,14.281738642648556,8828.62
47.0824706332928,fertil,1,16.034561661395838,12120.03
47.74250027312678,medio,1,6.789003850856121,10349.38
45.82835512080198,pobre,0,16.296502274930244,7200.41
19.137776312516774,fertil,1,1.6022969276935028,11115.35
1.757374209914504,fertil,1,17.896333121210553,8536.31
46.48760956679855,medio,0,10.951847523074726,9091.29
21.9810232675484,pobre,1,16.345955399249874,5613.92
48.36608613313981,pobre,1,9.046365690366002,9971.19
48.21737887737339,medio,0,12.871553903930499,9440.27
42.79746331790064,medio,0,10.528053218722263,8538.72
15.427995711409698,pobre,0,14.631790435106637,4243.95
19.869788701494336,fertil,1,1.6325996406117915,11273.83
42.70569690432599,pobre,1,1.207041679811276,9838.68
16.529178252657605,medio,1,4.942064680202929,8397.76
9.305144587618532,fertil,0,3.190893602263767,7486.19
28.283261860459156,fertil,0,17.435671331844034,8074.95
46.87158393387827,medio,1,4.384279747160886,11662.96
35.10546003707368,medio,1,19.517305116382627,8095.46
28.932997334378882,medio,0,6.737915835422137,7863.5
5.761648194767658,pobre,0,3.6423583137739857,4000.52
31.135354108259317,pobre,0,15.793970142849583,5664.47
49.5126386551089,fertil,0,13.174155510017522,9933.59
7.864116746589677,medio,1,9.96391432906278,7149.94
26.3981529658231,fertil,0,11.107271018752625,9252.34
43.991280524469815,fertil,1,14.384035565445277,11703.4
37.29766226995602,fertil,1,4.5690948266259745,11717.75
35.15377130876813,fertil,1,19.926678321134837,10661.7
35.42172011536835,medio,0,19.495863242935663,7319.99
18.615066409768005,fertil,0,13.006513726938739,6835.93
15.386000368960175,medio,0,3.9908490185829026,5586.36
40.658696618447166,medio,0,13.604564848625827,7478.32
40.695556339279854,pobre,1,1.4439681795835169,9514.99
43.48654361042508,medio,0,0.6130500441161213,8878.76
45.748787075267096,pobre,0,5.153657770224274,7012.45
26.05577754418595,medio,1,9.252459134786326,8974.86
25.57429843967278,medio,0,17.36545010816761,5990.25
40.11646376937198,medio,1,14.543381395326161,8707.88
32.84823260811049,pobre,1,14.85413042399962,8528.01
35.39637698562746,pobre,1,8.509866688961507,9529.2
39.99384080236895,fertil,1,6.918699850939259,11932.06
44.61026174906075,pobre,1,7.4207752596920535,10302.22
17.561762685725256,pobre,1,19.752991274721158,5494.38
19.403564679357256,pobre,1,0.8021838282496496,7950.7
5.605115052202581,pobre,1,17.340629922448972,4408.57
29.335726908812525,fertil,0,11.573508171447868,9883.35
2.761171416040362,pobre,0,8.77230838379181,3250.88
23.81430288849055,medio,0,14.50515320830273,5994.14
27.589587100671256,medio,0,9.733378828494057,6441.65
15.040521354285936,pobre,1,17.46846476163321,6687.86
29.950829767881526,pobre,0,18.01403728022517,6136.99
2.494512247013422,medio,1,8.434418537469108,7221.47
2.830061248711506,medio,0,5.536555944701032,5207.57
41.307427472323255,fertil,0,11.847006571867244,9633.65
18.64934142915188,medio,0,18.24726691233382,5454.13
7.225965119942354,medio,1,4.213243780113332,7297.75
26.589919742685414,pobre,0,12.459331671269656,6069.26
38.72968410183193,medio,1,12.631204401850411,10167.8
